item_id,variant,method,gold_count,correct_docs,misinfo_docs,noise_docs,misinfo_dominant,exact_set,set_precision,set_recall,set_f1,confidence,correct,prediction,gold
1,original,dst_global_topk,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,original,dst_factorized,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,original,dst_factorized_provenance,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,original,dsmt_pcr6_factorized,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,original,dsmt_pcr6_provenance,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,majority_topk,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,relevance_topk,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,dst_global_top1,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,dst_global_topk,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,dst_factorized,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,dst_factorized_provenance,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,majority_topk,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,relevance_topk,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,dst_global_top1,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,dst_global_topk,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,dst_factorized,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,dst_factorized_provenance,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,dsmt_pcr6_factorized,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
1,misinfo_dominant,dsmt_pcr6_provenance,1,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,american football,american football
2,original,majority_topk,1,3,2,2,0,1.0,1.0,1.0,1.0,0.6,1.0,mahesh bhatt,mahesh bhatt
2,original,relevance_topk,1,3,2,2,0,1.0,1.0,1.0,1.0,0.6184049079754601,1.0,mahesh bhatt,mahesh bhatt
2,original,dst_global_top1,1,3,2,2,0,1.0,1.0,1.0,1.0,0.9244792349865435,1.0,mahesh bhatt,mahesh bhatt
2,original,dst_global_topk,1,3,2,2,0,1.0,1.0,1.0,1.0,0.9244792349865435,1.0,mahesh bhatt,mahesh bhatt
2,original,dst_factorized,1,3,2,2,0,1.0,1.0,1.0,1.0,0.9244792349865435,1.0,mahesh bhatt,mahesh bhatt
2,original,dst_factorized_provenance,1,3,2,2,0,1.0,1.0,1.0,1.0,0.9244792349865435,1.0,mahesh bhatt,mahesh bhatt
2,original,dsmt_pcr6_factorized,1,3,2,2,0,1.0,1.0,1.0,1.0,0.6304012231066666,1.0,mahesh bhatt,mahesh bhatt
2,original,dsmt_pcr6_provenance,1,3,2,2,0,1.0,1.0,1.0,1.0,0.6304012231066666,1.0,mahesh bhatt,mahesh bhatt
2,duplicate_misinfo_x3,majority_topk,1,3,8,2,1,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,raj kapoor,mahesh bhatt
2,duplicate_misinfo_x3,relevance_topk,1,3,8,2,1,0.0,0.0,0.0,0.0,0.711670480549199,0.0,raj kapoor,mahesh bhatt
2,duplicate_misinfo_x3,dst_global_top1,1,3,8,2,1,0.0,0.0,0.0,0.0,0.9990257292452204,0.0,raj kapoor,mahesh bhatt
2,duplicate_misinfo_x3,dst_global_topk,1,3,8,2,1,0.0,0.0,0.0,0.0,0.9990257292452204,0.0,raj kapoor,mahesh bhatt
2,duplicate_misinfo_x3,dst_factorized,1,3,8,2,1,0.0,0.0,0.0,0.0,0.9990257292452204,0.0,raj kapoor,mahesh bhatt
2,duplicate_misinfo_x3,dst_factorized_provenance,1,3,8,2,1,1.0,1.0,1.0,1.0,0.9244792349865435,1.0,mahesh bhatt,mahesh bhatt
2,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,3,8,2,1,0.0,0.0,0.0,0.0,0.6824887568546218,0.0,raj kapoor,mahesh bhatt
2,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,3,8,2,1,1.0,1.0,1.0,1.0,0.6037237241485738,1.0,mahesh bhatt,mahesh bhatt
2,misinfo_dominant,majority_topk,1,1,6,2,1,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,raj kapoor,mahesh bhatt
2,misinfo_dominant,relevance_topk,1,1,6,2,1,0.0,0.0,0.0,0.0,0.8400864397622907,0.0,raj kapoor,mahesh bhatt
2,misinfo_dominant,dst_global_top1,1,1,6,2,1,0.0,0.0,0.0,0.0,0.999314100268606,0.0,raj kapoor,mahesh bhatt
2,misinfo_dominant,dst_global_topk,1,1,6,2,1,0.0,0.0,0.0,0.0,0.999314100268606,0.0,raj kapoor,mahesh bhatt
2,misinfo_dominant,dst_factorized,1,1,6,2,1,0.0,0.0,0.0,0.0,0.999314100268606,0.0,raj kapoor,mahesh bhatt
2,misinfo_dominant,dst_factorized_provenance,1,1,6,2,1,0.0,0.0,0.0,0.0,0.7281089802747132,0.0,raj kapoor,mahesh bhatt
2,misinfo_dominant,dsmt_pcr6_factorized,1,1,6,2,1,0.0,0.0,0.0,0.0,0.8032885274803196,0.0,raj kapoor,mahesh bhatt
2,misinfo_dominant,dsmt_pcr6_provenance,1,1,6,2,1,0.0,0.0,0.0,0.0,0.5536167063357816,0.0,raj kapoor,mahesh bhatt
3,original,majority_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,original,relevance_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,original,dst_global_top1,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,original,dst_global_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,original,dst_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,original,dst_factorized_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,original,dsmt_pcr6_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,original,dsmt_pcr6_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,majority_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,relevance_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,dst_global_top1,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,dst_global_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,dst_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,dst_factorized_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,majority_topk,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,relevance_topk,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,dst_global_top1,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,dst_global_topk,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,dst_factorized,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,dst_factorized_provenance,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,dsmt_pcr6_factorized,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
3,misinfo_dominant,dsmt_pcr6_provenance,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,afl,afl
4,original,majority_topk,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,original,relevance_topk,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,original,dst_global_top1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,original,dst_global_topk,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,original,dst_factorized,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,original,dst_factorized_provenance,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,original,dsmt_pcr6_factorized,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,original,dsmt_pcr6_provenance,1,1,1,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,duplicate_misinfo_x3,majority_topk,1,1,4,1,1,0.0,0.0,0.0,0.0,0.8,0.0,1900,1856
4,duplicate_misinfo_x3,relevance_topk,1,1,4,1,1,0.0,0.0,0.0,0.0,0.8,0.0,1900,1856
4,duplicate_misinfo_x3,dst_global_top1,1,1,4,1,1,0.0,0.0,0.0,0.0,0.9990508542311919,0.0,1900,1856
4,duplicate_misinfo_x3,dst_global_topk,1,1,4,1,1,0.0,0.0,0.0,0.0,0.9990508542311919,0.0,1900,1856
4,duplicate_misinfo_x3,dst_factorized,1,1,4,1,1,0.0,0.0,0.0,0.0,0.9990508542311919,0.0,1900,1856
4,duplicate_misinfo_x3,dst_factorized_provenance,1,1,4,1,1,1.0,1.0,1.0,1.0,0.5000000000000001,1.0,1856,1856
4,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,1,4,1,1,0.0,0.0,0.0,0.0,0.7977209981360671,0.0,1900,1856
4,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,1,4,1,1,1.0,1.0,1.0,1.0,0.5048804473533821,1.0,1856,1856
4,misinfo_dominant,majority_topk,1,1,3,1,1,0.0,0.0,0.0,0.0,0.75,0.0,1900,1856
4,misinfo_dominant,relevance_topk,1,1,3,1,1,0.0,0.0,0.0,0.0,0.75,0.0,1900,1856
4,misinfo_dominant,dst_global_top1,1,1,3,1,1,0.0,0.0,0.0,0.0,0.9905847373637264,0.0,1900,1856
4,misinfo_dominant,dst_global_topk,1,1,3,1,1,0.0,0.0,0.0,0.0,0.9905847373637264,0.0,1900,1856
4,misinfo_dominant,dst_factorized,1,1,3,1,1,0.0,0.0,0.0,0.0,0.9905847373637264,0.0,1900,1856
4,misinfo_dominant,dst_factorized_provenance,1,1,3,1,1,1.0,1.0,1.0,1.0,0.5,1.0,1856,1856
4,misinfo_dominant,dsmt_pcr6_factorized,1,1,3,1,1,0.0,0.0,0.0,0.0,0.7486732142857144,0.0,1900,1856
4,misinfo_dominant,dsmt_pcr6_provenance,1,1,3,1,1,0.0,0.0,0.0,0.0,0.5082101339608627,0.0,1900,1856
5,original,majority_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,original,relevance_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,original,dst_global_top1,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,original,dst_global_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,original,dst_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,original,dst_factorized_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,original,dsmt_pcr6_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,original,dsmt_pcr6_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,majority_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,relevance_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,dst_global_top1,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,dst_global_topk,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,dst_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,dst_factorized_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,3,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,majority_topk,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,relevance_topk,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,dst_global_top1,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,dst_global_topk,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,dst_factorized,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,dst_factorized_provenance,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,dsmt_pcr6_factorized,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
5,misinfo_dominant,dsmt_pcr6_provenance,1,1,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,football,football
6,original,majority_topk,1,3,2,0,0,1.0,1.0,1.0,1.0,0.6,1.0,1902,1902
6,original,relevance_topk,1,3,2,0,0,1.0,1.0,1.0,1.0,0.636015325670498,1.0,1902,1902
6,original,dst_global_top1,1,3,2,0,0,1.0,1.0,1.0,1.0,0.9750819472144189,1.0,1902,1902
6,original,dst_global_topk,1,3,2,0,0,1.0,1.0,1.0,1.0,0.9750819472144189,1.0,1902,1902
6,original,dst_factorized,1,3,2,0,0,1.0,1.0,1.0,1.0,0.9750819472144189,1.0,1902,1902
6,original,dst_factorized_provenance,1,3,2,0,0,1.0,1.0,1.0,1.0,0.9750819472144189,1.0,1902,1902
6,original,dsmt_pcr6_factorized,1,3,2,0,0,1.0,1.0,1.0,1.0,0.6441178362498129,1.0,1902,1902
6,original,dsmt_pcr6_provenance,1,3,2,0,0,1.0,1.0,1.0,1.0,0.6441178362498129,1.0,1902,1902
6,duplicate_misinfo_x3,majority_topk,1,3,8,0,1,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,1850,1902
6,duplicate_misinfo_x3,relevance_topk,1,3,8,0,1,0.0,0.0,0.0,0.0,0.41025641025641024,0.0,1885,1902
6,duplicate_misinfo_x3,dst_global_top1,1,3,8,0,1,0.0,0.0,0.0,0.0,0.8266961429984612,0.0,1885,1902
6,duplicate_misinfo_x3,dst_global_topk,1,3,8,0,1,0.0,0.0,0.0,0.0,0.8266961429984612,0.0,1885,1902
6,duplicate_misinfo_x3,dst_factorized,1,3,8,0,1,0.0,0.0,0.0,0.0,0.8266961429984611,0.0,1885,1902
6,duplicate_misinfo_x3,dst_factorized_provenance,1,3,8,0,1,1.0,1.0,1.0,1.0,0.9750819472144188,1.0,1902,1902
6,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,3,8,0,1,0.0,0.0,0.0,0.0,0.43353455787029044,0.0,1885,1902
6,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,3,8,0,1,1.0,1.0,1.0,1.0,0.5271035686950447,1.0,1902,1902
6,misinfo_dominant,majority_topk,1,1,6,0,1,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,1850,1902
6,misinfo_dominant,relevance_topk,1,1,6,0,1,0.0,0.0,0.0,0.0,0.48695652173913045,0.0,1885,1902
6,misinfo_dominant,dst_global_top1,1,1,6,0,1,0.0,0.0,0.0,0.0,0.9148621604060405,0.0,1885,1902
6,misinfo_dominant,dst_global_topk,1,1,6,0,1,0.0,0.0,0.0,0.0,0.9148621604060405,0.0,1885,1902
6,misinfo_dominant,dst_factorized,1,1,6,0,1,0.0,0.0,0.0,0.0,0.9148621604060405,0.0,1885,1902
6,misinfo_dominant,dst_factorized_provenance,1,1,6,0,1,1.0,1.0,1.0,1.0,0.5602362441993612,1.0,1902,1902
6,misinfo_dominant,dsmt_pcr6_factorized,1,1,6,0,1,0.0,0.0,0.0,0.0,0.5069994858010096,0.0,1885,1902
6,misinfo_dominant,dsmt_pcr6_provenance,1,1,6,0,1,1.0,1.0,1.0,1.0,0.41281227711532803,1.0,1902,1902
7,original,majority_topk,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,original,relevance_topk,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,original,dst_global_top1,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,original,dst_global_topk,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,original,dst_factorized,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,original,dst_factorized_provenance,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,original,dsmt_pcr6_factorized,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,original,dsmt_pcr6_provenance,1,0,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,majority_topk,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,relevance_topk,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,dst_global_top1,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,dst_global_topk,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,dst_factorized,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,dst_factorized_provenance,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,majority_topk,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,relevance_topk,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,dst_global_top1,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,dst_global_topk,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,dst_factorized,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,dst_factorized_provenance,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,dsmt_pcr6_factorized,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
7,misinfo_dominant,dsmt_pcr6_provenance,1,0,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,golf,american football
8,original,majority_topk,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,original,relevance_topk,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,original,dst_global_top1,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,original,dst_global_topk,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,original,dst_factorized,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,original,dst_factorized_provenance,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,original,dsmt_pcr6_factorized,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,original,dsmt_pcr6_provenance,1,1,1,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,duplicate_misinfo_x3,majority_topk,1,1,4,0,1,0.0,0.0,0.0,0.0,0.8,0.0,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,relevance_topk,1,1,4,0,1,0.0,0.0,0.0,0.0,0.8,0.0,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dst_global_top1,1,1,4,0,1,0.0,0.0,0.0,0.0,0.9990508542311919,0.0,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dst_global_topk,1,1,4,0,1,0.0,0.0,0.0,0.0,0.9990508542311919,0.0,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dst_factorized,1,1,4,0,1,0.0,0.0,0.0,0.0,0.9990508542311919,0.0,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dst_factorized_provenance,1,1,4,0,1,1.0,1.0,1.0,1.0,0.5000000000000001,1.0,february 8 1900,february 8 1900
8,duplicate_misinfo_x3,dsmt_pcr6_factorized,1,1,4,0,1,0.0,0.0,0.0,0.0,0.7977209981360671,0.0,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dsmt_pcr6_provenance,1,1,4,0,1,1.0,1.0,1.0,1.0,0.5048804473533821,1.0,february 8 1900,february 8 1900
8,misinfo_dominant,majority_topk,1,1,3,0,1,0.0,0.0,0.0,0.0,0.75,0.0,july 15 1905,february 8 1900
8,misinfo_dominant,relevance_topk,1,1,3,0,1,0.0,0.0,0.0,0.0,0.75,0.0,july 15 1905,february 8 1900
8,misinfo_dominant,dst_global_top1,1,1,3,0,1,0.0,0.0,0.0,0.0,0.9905847373637264,0.0,july 15 1905,february 8 1900
8,misinfo_dominant,dst_global_topk,1,1,3,0,1,0.0,0.0,0.0,0.0,0.9905847373637264,0.0,july 15 1905,february 8 1900
8,misinfo_dominant,dst_factorized,1,1,3,0,1,0.0,0.0,0.0,0.0,0.9905847373637264,0.0,july 15 1905,february 8 1900
8,misinfo_dominant,dst_factorized_provenance,1,1,3,0,1,1.0,1.0,1.0,1.0,0.5,1.0,february 8 1900,february 8 1900
8,misinfo_dominant,dsmt_pcr6_factorized,1,1,3,0,1,0.0,0.0,0.0,0.0,0.7486732142857144,0.0,july 15 1905,february 8 1900
8,misinfo_dominant,dsmt_pcr6_provenance,1,1,3,0,1,0.0,0.0,0.0,0.0,0.5082101339608627,0.0,july 15 1905,february 8 1900
9,original,majority_topk,1,2,1,1,0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,4 411,4 411
9,original,relevance_topk,1,2,1,1,0,1.0,1.0,1.0,1.0,0.782608695652174,1.0,4 411,4 411
