item_id,condition,rule,decision,truth,prediction,correct,brier
0,vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a3,a3,1,nan
0,near_vacuous_source_injection,dempster,betp,a3,a3,1,0.08314833291894427
0,near_vacuous_source_injection,dempster,dsmp_epsilon_0.001,a3,a3,1,0.07709029510953533
0,near_vacuous_source_injection,dempster,max_belief,a3,a3,1,nan
0,near_vacuous_source_injection,dempster,max_plausibility,a3,a3,1,nan
0,near_vacuous_source_injection,dempster,min_belief_interval_distance,a3,a3,1,nan
0,near_vacuous_source_injection,pcr6,betp,a3,a3,1,0.358042918186572
0,near_vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a3,a3,1,0.14581057394805755
0,near_vacuous_source_injection,pcr6,max_belief,a3,a3,1,nan
0,near_vacuous_source_injection,pcr6,max_plausibility,a3,a3,1,nan
0,near_vacuous_source_injection,pcr6,min_belief_interval_distance,a3,a3,1,nan
0,near_vacuous_source_injection,pcr6_plus,betp,a3,a3,1,0.21708411761650562
0,near_vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a3,a3,1,0.19539462925924875
0,near_vacuous_source_injection,pcr6_plus,max_belief,a3,a3,1,nan
0,near_vacuous_source_injection,pcr6_plus,max_plausibility,a3,a3,1,nan
0,near_vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a3,a3,1,nan
1,independent_clean,dempster,betp,a2,a2,1,3.54253281125859e-05
1,independent_clean,dempster,dsmp_epsilon_0.001,a2,a2,1,2.2527941822620653e-10
1,independent_clean,dempster,max_belief,a2,a2,1,nan
1,independent_clean,dempster,max_plausibility,a2,a2,1,nan
1,independent_clean,dempster,min_belief_interval_distance,a2,a2,1,nan
1,independent_clean,pcr6,betp,a2,a2,1,3.54253281125859e-05
1,independent_clean,pcr6,dsmp_epsilon_0.001,a2,a2,1,2.2527941822620653e-10
1,independent_clean,pcr6,max_belief,a2,a2,1,nan
1,independent_clean,pcr6,max_plausibility,a2,a2,1,nan
1,independent_clean,pcr6,min_belief_interval_distance,a2,a2,1,nan
1,independent_clean,pcr6_plus,betp,a2,a2,1,3.54253281125859e-05
1,independent_clean,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,2.2527941822620653e-10
1,independent_clean,pcr6_plus,max_belief,a2,a2,1,nan
1,independent_clean,pcr6_plus,max_plausibility,a2,a2,1,nan
1,independent_clean,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
1,partial_ignorance_conflict,dempster,betp,a2,a2,1,0.19146165560292475
1,partial_ignorance_conflict,dempster,dsmp_epsilon_0.001,a2,a2,1,0.18610030086692897
1,partial_ignorance_conflict,dempster,max_belief,a2,a2,1,nan
1,partial_ignorance_conflict,dempster,max_plausibility,a2,a2,1,nan
1,partial_ignorance_conflict,dempster,min_belief_interval_distance,a2,a2,1,nan
1,partial_ignorance_conflict,pcr6,betp,a2,a2,1,0.33468875164566575
1,partial_ignorance_conflict,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.2503813401793582
1,partial_ignorance_conflict,pcr6,max_belief,a2,a2,1,nan
1,partial_ignorance_conflict,pcr6,max_plausibility,a2,a2,1,nan
1,partial_ignorance_conflict,pcr6,min_belief_interval_distance,a2,a2,1,nan
1,partial_ignorance_conflict,pcr6_plus,betp,a2,a2,1,0.28169854455765186
1,partial_ignorance_conflict,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.2782301834352168
1,partial_ignorance_conflict,pcr6_plus,max_belief,a2,a2,1,nan
1,partial_ignorance_conflict,pcr6_plus,max_plausibility,a2,a2,1,nan
1,partial_ignorance_conflict,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
1,vacuous_source_injection,dempster,betp,a2,a2,1,0.19146165560292475
1,vacuous_source_injection,dempster,dsmp_epsilon_0.001,a2,a2,1,0.18610030086692897
1,vacuous_source_injection,dempster,max_belief,a2,a2,1,nan
1,vacuous_source_injection,dempster,max_plausibility,a2,a2,1,nan
1,vacuous_source_injection,dempster,min_belief_interval_distance,a2,a2,1,nan
1,vacuous_source_injection,pcr6,betp,a2,a2,1,0.42199466829614274
1,vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.22207445435553644
1,vacuous_source_injection,pcr6,max_belief,a2,a2,1,nan
1,vacuous_source_injection,pcr6,max_plausibility,a2,a2,1,nan
1,vacuous_source_injection,pcr6,min_belief_interval_distance,a2,a2,1,nan
1,vacuous_source_injection,pcr6_plus,betp,a2,a2,1,0.28169854455765186
1,vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.2782301834352168
1,vacuous_source_injection,pcr6_plus,max_belief,a2,a2,1,nan
1,vacuous_source_injection,pcr6_plus,max_plausibility,a2,a2,1,nan
1,vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
1,near_vacuous_source_injection,dempster,betp,a2,a2,1,0.19179053896236217
1,near_vacuous_source_injection,dempster,dsmp_epsilon_0.001,a2,a2,1,0.18640774840449664
1,near_vacuous_source_injection,dempster,max_belief,a2,a2,1,nan
1,near_vacuous_source_injection,dempster,max_plausibility,a2,a2,1,nan
1,near_vacuous_source_injection,dempster,min_belief_interval_distance,a2,a2,1,nan
1,near_vacuous_source_injection,pcr6,betp,a2,a2,1,0.4159996837604651
1,near_vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.22464574733551543
1,near_vacuous_source_injection,pcr6,max_belief,a2,a2,1,nan
1,near_vacuous_source_injection,pcr6,max_plausibility,a2,a2,1,nan
1,near_vacuous_source_injection,pcr6,min_belief_interval_distance,a2,a2,1,nan
1,near_vacuous_source_injection,pcr6_plus,betp,a2,a2,1,0.28225114778679206
1,near_vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.27864781379345693
1,near_vacuous_source_injection,pcr6_plus,max_belief,a2,a2,1,nan
1,near_vacuous_source_injection,pcr6_plus,max_plausibility,a2,a2,1,nan
1,near_vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
2,independent_clean,dempster,betp,a1,a1,1,2.8097154752719217e-05
2,independent_clean,dempster,dsmp_epsilon_0.001,a1,a1,1,1.809896245448071e-10
2,independent_clean,dempster,max_belief,a1,a1,1,nan
2,independent_clean,dempster,max_plausibility,a1,a1,1,nan
2,independent_clean,dempster,min_belief_interval_distance,a1,a1,1,nan
2,independent_clean,pcr6,betp,a1,a1,1,2.8097154752719217e-05
2,independent_clean,pcr6,dsmp_epsilon_0.001,a1,a1,1,1.809896245448071e-10
2,independent_clean,pcr6,max_belief,a1,a1,1,nan
2,independent_clean,pcr6,max_plausibility,a1,a1,1,nan
2,independent_clean,pcr6,min_belief_interval_distance,a1,a1,1,nan
2,independent_clean,pcr6_plus,betp,a1,a1,1,2.8097154752719217e-05
2,independent_clean,pcr6_plus,dsmp_epsilon_0.001,a1,a1,1,1.809896245448071e-10
2,independent_clean,pcr6_plus,max_belief,a1,a1,1,nan
2,independent_clean,pcr6_plus,max_plausibility,a1,a1,1,nan
2,independent_clean,pcr6_plus,min_belief_interval_distance,a1,a1,1,nan
2,partial_ignorance_conflict,dempster,betp,a1,a1,1,0.21779559558423603
2,partial_ignorance_conflict,dempster,dsmp_epsilon_0.001,a1,a1,1,0.2072023302468504
2,partial_ignorance_conflict,dempster,max_belief,a1,a1,1,nan
2,partial_ignorance_conflict,dempster,max_plausibility,a1,a1,1,nan
2,partial_ignorance_conflict,dempster,min_belief_interval_distance,a1,a1,1,nan
2,partial_ignorance_conflict,pcr6,betp,a1,a1,1,0.3156096314319913
2,partial_ignorance_conflict,pcr6,dsmp_epsilon_0.001,a1,a1,1,0.20981249676256492
2,partial_ignorance_conflict,pcr6,max_belief,a1,a1,1,nan
2,partial_ignorance_conflict,pcr6,max_plausibility,a1,a1,1,nan
2,partial_ignorance_conflict,pcr6,min_belief_interval_distance,a1,a1,1,nan
2,partial_ignorance_conflict,pcr6_plus,betp,a1,a1,1,0.26008785227729003
2,partial_ignorance_conflict,pcr6_plus,dsmp_epsilon_0.001,a1,a1,1,0.24045997699255156
2,partial_ignorance_conflict,pcr6_plus,max_belief,a1,a1,1,nan
2,partial_ignorance_conflict,pcr6_plus,max_plausibility,a1,a1,1,nan
2,partial_ignorance_conflict,pcr6_plus,min_belief_interval_distance,a1,a1,1,nan
2,vacuous_source_injection,dempster,betp,a1,a1,1,0.21779559558423603
2,vacuous_source_injection,dempster,dsmp_epsilon_0.001,a1,a1,1,0.2072023302468504
2,vacuous_source_injection,dempster,max_belief,a1,a1,1,nan
2,vacuous_source_injection,dempster,max_plausibility,a1,a1,1,nan
2,vacuous_source_injection,dempster,min_belief_interval_distance,a1,a1,1,nan
2,vacuous_source_injection,pcr6,betp,a1,a1,1,0.4124002070526472
2,vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a1,a1,1,0.17769468660366727
2,vacuous_source_injection,pcr6,max_belief,a1,a1,1,nan
2,vacuous_source_injection,pcr6,max_plausibility,a1,a1,1,nan
2,vacuous_source_injection,pcr6,min_belief_interval_distance,a1,a1,1,nan
2,vacuous_source_injection,pcr6_plus,betp,a1,a1,1,0.26008785227729003
2,vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a1,a1,1,0.24045997699255156
2,vacuous_source_injection,pcr6_plus,max_belief,a1,a1,1,nan
2,vacuous_source_injection,pcr6_plus,max_plausibility,a1,a1,1,nan
2,vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a1,a1,1,nan
2,near_vacuous_source_injection,dempster,betp,a1,a1,1,0.2180926401316661
2,near_vacuous_source_injection,dempster,dsmp_epsilon_0.001,a1,a1,1,0.20749432041260285
2,near_vacuous_source_injection,dempster,max_belief,a1,a1,1,nan
2,near_vacuous_source_injection,dempster,max_plausibility,a1,a1,1,nan
2,near_vacuous_source_injection,dempster,min_belief_interval_distance,a1,a1,1,nan
2,near_vacuous_source_injection,pcr6,betp,a1,a1,1,0.40531928775502624
2,near_vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a1,a1,1,0.180212082212131
2,near_vacuous_source_injection,pcr6,max_belief,a1,a1,1,nan
2,near_vacuous_source_injection,pcr6,max_plausibility,a1,a1,1,nan
2,near_vacuous_source_injection,pcr6,min_belief_interval_distance,a1,a1,1,nan
2,near_vacuous_source_injection,pcr6_plus,betp,a1,a1,1,0.2606420586740289
2,near_vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a1,a1,1,0.2408480740042858
2,near_vacuous_source_injection,pcr6_plus,max_belief,a1,a1,1,nan
2,near_vacuous_source_injection,pcr6_plus,max_plausibility,a1,a1,1,nan
2,near_vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a1,a1,1,nan
3,independent_clean,dempster,betp,a2,a2,1,4.830610312942929e-05
3,independent_clean,dempster,dsmp_epsilon_0.001,a2,a2,1,3.2917174885874077e-10
3,independent_clean,dempster,max_belief,a2,a2,1,nan
3,independent_clean,dempster,max_plausibility,a2,a2,1,nan
3,independent_clean,dempster,min_belief_interval_distance,a2,a2,1,nan
3,independent_clean,pcr6,betp,a2,a2,1,4.830610312942929e-05
3,independent_clean,pcr6,dsmp_epsilon_0.001,a2,a2,1,3.2917174885874077e-10
3,independent_clean,pcr6,max_belief,a2,a2,1,nan
3,independent_clean,pcr6,max_plausibility,a2,a2,1,nan
3,independent_clean,pcr6,min_belief_interval_distance,a2,a2,1,nan
3,independent_clean,pcr6_plus,betp,a2,a2,1,4.830610312942929e-05
3,independent_clean,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,3.2917174885874077e-10
3,independent_clean,pcr6_plus,max_belief,a2,a2,1,nan
3,independent_clean,pcr6_plus,max_plausibility,a2,a2,1,nan
3,independent_clean,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
3,partial_ignorance_conflict,dempster,betp,a2,a2,1,0.46655299730298094
3,partial_ignorance_conflict,dempster,dsmp_epsilon_0.001,a2,a2,1,0.462633522859799
3,partial_ignorance_conflict,dempster,max_belief,a2,a2,1,nan
3,partial_ignorance_conflict,dempster,max_plausibility,a2,a2,1,nan
3,partial_ignorance_conflict,dempster,min_belief_interval_distance,a2,a2,1,nan
3,partial_ignorance_conflict,pcr6,betp,a2,a2,1,0.36923736290410336
3,partial_ignorance_conflict,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.2991497753393832
3,partial_ignorance_conflict,pcr6,max_belief,a2,a2,1,nan
3,partial_ignorance_conflict,pcr6,max_plausibility,a2,a2,1,nan
3,partial_ignorance_conflict,pcr6,min_belief_interval_distance,a2,a2,1,nan
3,partial_ignorance_conflict,pcr6_plus,betp,a2,a2,1,0.3321101492823509
3,partial_ignorance_conflict,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.3347989789873334
3,partial_ignorance_conflict,pcr6_plus,max_belief,a2,a2,1,nan
3,partial_ignorance_conflict,pcr6_plus,max_plausibility,a2,a2,1,nan
3,partial_ignorance_conflict,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
3,vacuous_source_injection,dempster,betp,a2,a2,1,0.46655299730298094
3,vacuous_source_injection,dempster,dsmp_epsilon_0.001,a2,a2,1,0.462633522859799
3,vacuous_source_injection,dempster,max_belief,a2,a2,1,nan
3,vacuous_source_injection,dempster,max_plausibility,a2,a2,1,nan
3,vacuous_source_injection,dempster,min_belief_interval_distance,a2,a2,1,nan
3,vacuous_source_injection,pcr6,betp,a2,a2,1,0.459942613394793
3,vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.26440324855214636
3,vacuous_source_injection,pcr6,max_belief,a2,a2,1,nan
3,vacuous_source_injection,pcr6,max_plausibility,a2,a2,1,nan
3,vacuous_source_injection,pcr6,min_belief_interval_distance,a2,a2,1,nan
3,vacuous_source_injection,pcr6_plus,betp,a2,a2,1,0.3321101492823509
3,vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.3347989789873334
3,vacuous_source_injection,pcr6_plus,max_belief,a2,a2,1,nan
3,vacuous_source_injection,pcr6_plus,max_plausibility,a2,a2,1,nan
3,vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
3,near_vacuous_source_injection,dempster,betp,a2,a2,1,0.4667371699832791
3,near_vacuous_source_injection,dempster,dsmp_epsilon_0.001,a2,a2,1,0.46281591376292514
3,near_vacuous_source_injection,dempster,max_belief,a2,a2,1,nan
3,near_vacuous_source_injection,dempster,max_plausibility,a2,a2,1,nan
3,near_vacuous_source_injection,dempster,min_belief_interval_distance,a2,a2,1,nan
3,near_vacuous_source_injection,pcr6,betp,a2,a2,1,0.4524978263444005
3,near_vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.2667801287297952
3,near_vacuous_source_injection,pcr6,max_belief,a2,a2,1,nan
3,near_vacuous_source_injection,pcr6,max_plausibility,a2,a2,1,nan
3,near_vacuous_source_injection,pcr6,min_belief_interval_distance,a2,a2,1,nan
3,near_vacuous_source_injection,pcr6_plus,betp,a2,a2,1,0.3324995529856462
3,near_vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.3352392113977117
3,near_vacuous_source_injection,pcr6_plus,max_belief,a2,a2,1,nan
3,near_vacuous_source_injection,pcr6_plus,max_plausibility,a2,a2,1,nan
3,near_vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
4,independent_clean,dempster,betp,a2,a2,1,3.293905378827699e-05
4,independent_clean,dempster,dsmp_epsilon_0.001,a2,a2,1,2.178576325504621e-10
4,independent_clean,dempster,max_belief,a2,a2,1,nan
4,independent_clean,dempster,max_plausibility,a2,a2,1,nan
4,independent_clean,dempster,min_belief_interval_distance,a2,a2,1,nan
4,independent_clean,pcr6,betp,a2,a2,1,3.293905378827699e-05
4,independent_clean,pcr6,dsmp_epsilon_0.001,a2,a2,1,2.178576325504621e-10
4,independent_clean,pcr6,max_belief,a2,a2,1,nan
4,independent_clean,pcr6,max_plausibility,a2,a2,1,nan
4,independent_clean,pcr6,min_belief_interval_distance,a2,a2,1,nan
4,independent_clean,pcr6_plus,betp,a2,a2,1,3.293905378827699e-05
4,independent_clean,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,2.178576325504621e-10
4,independent_clean,pcr6_plus,max_belief,a2,a2,1,nan
4,independent_clean,pcr6_plus,max_plausibility,a2,a2,1,nan
4,independent_clean,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
4,partial_ignorance_conflict,dempster,betp,a2,a2,1,0.24178588125127437
4,partial_ignorance_conflict,dempster,dsmp_epsilon_0.001,a2,a2,1,0.24206772896017048
4,partial_ignorance_conflict,dempster,max_belief,a2,a2,1,nan
4,partial_ignorance_conflict,dempster,max_plausibility,a2,a2,1,nan
4,partial_ignorance_conflict,dempster,min_belief_interval_distance,a2,a2,1,nan
4,partial_ignorance_conflict,pcr6,betp,a2,a2,1,0.3201257031679228
4,partial_ignorance_conflict,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.2493846075398336
4,partial_ignorance_conflict,pcr6,max_belief,a2,a2,1,nan
4,partial_ignorance_conflict,pcr6,max_plausibility,a2,a2,1,nan
4,partial_ignorance_conflict,pcr6,min_belief_interval_distance,a2,a2,1,nan
4,partial_ignorance_conflict,pcr6_plus,betp,a2,a2,1,0.28213344313572364
4,partial_ignorance_conflict,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.26944821733451657
4,partial_ignorance_conflict,pcr6_plus,max_belief,a2,a2,1,nan
4,partial_ignorance_conflict,pcr6_plus,max_plausibility,a2,a2,1,nan
4,partial_ignorance_conflict,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
4,vacuous_source_injection,dempster,betp,a2,a2,1,0.24178588125127437
4,vacuous_source_injection,dempster,dsmp_epsilon_0.001,a2,a2,1,0.24206772896017048
4,vacuous_source_injection,dempster,max_belief,a2,a2,1,nan
4,vacuous_source_injection,dempster,max_plausibility,a2,a2,1,nan
4,vacuous_source_injection,dempster,min_belief_interval_distance,a2,a2,1,nan
4,vacuous_source_injection,pcr6,betp,a2,a2,1,0.4157691868133965
4,vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.21869184096472075
4,vacuous_source_injection,pcr6,max_belief,a2,a2,1,nan
4,vacuous_source_injection,pcr6,max_plausibility,a2,a2,1,nan
4,vacuous_source_injection,pcr6,min_belief_interval_distance,a2,a2,1,nan
4,vacuous_source_injection,pcr6_plus,betp,a2,a2,1,0.28213344313572364
4,vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.26944821733451657
4,vacuous_source_injection,pcr6_plus,max_belief,a2,a2,1,nan
4,vacuous_source_injection,pcr6_plus,max_plausibility,a2,a2,1,nan
4,vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
4,near_vacuous_source_injection,dempster,betp,a2,a2,1,0.2418540010976163
4,near_vacuous_source_injection,dempster,dsmp_epsilon_0.001,a2,a2,1,0.24213292052129912
4,near_vacuous_source_injection,dempster,max_belief,a2,a2,1,nan
4,near_vacuous_source_injection,dempster,max_plausibility,a2,a2,1,nan
4,near_vacuous_source_injection,dempster,min_belief_interval_distance,a2,a2,1,nan
4,near_vacuous_source_injection,pcr6,betp,a2,a2,1,0.40802284976590397
4,near_vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a2,a2,1,0.2212488447719476
4,near_vacuous_source_injection,pcr6,max_belief,a2,a2,1,nan
4,near_vacuous_source_injection,pcr6,max_plausibility,a2,a2,1,nan
4,near_vacuous_source_injection,pcr6,min_belief_interval_distance,a2,a2,1,nan
4,near_vacuous_source_injection,pcr6_plus,betp,a2,a2,1,0.2825468090078066
4,near_vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a2,a2,1,0.26969082928226407
4,near_vacuous_source_injection,pcr6_plus,max_belief,a2,a2,1,nan
4,near_vacuous_source_injection,pcr6_plus,max_plausibility,a2,a2,1,nan
4,near_vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a2,a2,1,nan
5,independent_clean,dempster,betp,a1,a1,1,1.1000031803763814e-05
5,independent_clean,dempster,dsmp_epsilon_0.001,a1,a1,1,6.493753964781317e-11
5,independent_clean,dempster,max_belief,a1,a1,1,nan
5,independent_clean,dempster,max_plausibility,a1,a1,1,nan
5,independent_clean,dempster,min_belief_interval_distance,a1,a1,1,nan
5,independent_clean,pcr6,betp,a1,a1,1,1.1000031803763814e-05
5,independent_clean,pcr6,dsmp_epsilon_0.001,a1,a1,1,6.493753964781317e-11
5,independent_clean,pcr6,max_belief,a1,a1,1,nan
5,independent_clean,pcr6,max_plausibility,a1,a1,1,nan
5,independent_clean,pcr6,min_belief_interval_distance,a1,a1,1,nan
5,independent_clean,pcr6_plus,betp,a1,a1,1,1.1000031803763814e-05
5,independent_clean,pcr6_plus,dsmp_epsilon_0.001,a1,a1,1,6.493753964781317e-11
5,independent_clean,pcr6_plus,max_belief,a1,a1,1,nan
5,independent_clean,pcr6_plus,max_plausibility,a1,a1,1,nan
5,independent_clean,pcr6_plus,min_belief_interval_distance,a1,a1,1,nan
5,partial_ignorance_conflict,dempster,betp,a1,a1,1,0.0910448358029657
5,partial_ignorance_conflict,dempster,dsmp_epsilon_0.001,a1,a1,1,0.0854251058723247
5,partial_ignorance_conflict,dempster,max_belief,a1,a1,1,nan
5,partial_ignorance_conflict,dempster,max_plausibility,a1,a1,1,nan
5,partial_ignorance_conflict,dempster,min_belief_interval_distance,a1,a1,1,nan
5,partial_ignorance_conflict,pcr6,betp,a1,a1,1,0.2700405957749872
5,partial_ignorance_conflict,pcr6,dsmp_epsilon_0.001,a1,a1,1,0.1811951907589719
5,partial_ignorance_conflict,pcr6,max_belief,a1,a1,1,nan
5,partial_ignorance_conflict,pcr6,max_plausibility,a1,a1,1,nan
5,partial_ignorance_conflict,pcr6,min_belief_interval_distance,a1,a1,1,nan
5,partial_ignorance_conflict,pcr6_plus,betp,a1,a1,1,0.22971222431458105
5,partial_ignorance_conflict,pcr6_plus,dsmp_epsilon_0.001,a1,a1,1,0.19942836138538547
5,partial_ignorance_conflict,pcr6_plus,max_belief,a1,a1,1,nan
5,partial_ignorance_conflict,pcr6_plus,max_plausibility,a1,a1,1,nan
5,partial_ignorance_conflict,pcr6_plus,min_belief_interval_distance,a1,a1,1,nan
5,vacuous_source_injection,dempster,betp,a1,a1,1,0.0910448358029657
5,vacuous_source_injection,dempster,dsmp_epsilon_0.001,a1,a1,1,0.0854251058723247
5,vacuous_source_injection,dempster,max_belief,a1,a1,1,nan
5,vacuous_source_injection,dempster,max_plausibility,a1,a1,1,nan
5,vacuous_source_injection,dempster,min_belief_interval_distance,a1,a1,1,nan
5,vacuous_source_injection,pcr6,betp,a1,a1,1,0.3740674127471739
5,vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a1,a1,1,0.14588802861525935
5,vacuous_source_injection,pcr6,max_belief,a1,a1,1,nan
5,vacuous_source_injection,pcr6,max_plausibility,a1,a1,1,nan
5,vacuous_source_injection,pcr6,min_belief_interval_distance,a1,a1,1,nan
5,vacuous_source_injection,pcr6_plus,betp,a1,a1,1,0.22971222431458105
5,vacuous_source_injection,pcr6_plus,dsmp_epsilon_0.001,a1,a1,1,0.19942836138538547
5,vacuous_source_injection,pcr6_plus,max_belief,a1,a1,1,nan
5,vacuous_source_injection,pcr6_plus,max_plausibility,a1,a1,1,nan
5,vacuous_source_injection,pcr6_plus,min_belief_interval_distance,a1,a1,1,nan
5,near_vacuous_source_injection,dempster,betp,a1,a1,1,0.09119057966455002
5,near_vacuous_source_injection,dempster,dsmp_epsilon_0.001,a1,a1,1,0.08556578618068093
5,near_vacuous_source_injection,dempster,max_belief,a1,a1,1,nan
5,near_vacuous_source_injection,dempster,max_plausibility,a1,a1,1,nan
5,near_vacuous_source_injection,dempster,min_belief_interval_distance,a1,a1,1,nan
5,near_vacuous_source_injection,pcr6,betp,a1,a1,1,0.36617815210955096
5,near_vacuous_source_injection,pcr6,dsmp_epsilon_0.001,a1,a1,1,0.14926338074127918
5,near_vacuous_source_injection,pcr6,max_belief,a1,a1,1,nan
5,near_vacuous_source_injection,pcr6,max_plausibility,a1,a1,1,nan
5,near_vacuous_source_injection,pcr6,min_belief_interval_distance,a1,a1,1,nan
