item_id,variant,method,prediction,correct,confidence,popularity
1,independent_memory_x3,dst,memory,0,0.9220814852847288,317
1,independent_memory_x3,dst_provenance,memory,0,0.9220814852847288,317
1,independent_memory_x3,dsmt_pcr6,memory,0,0.6900836767239101,317
1,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.6900836767239101,317
1,external_repeat_x3,majority,external,1,0.8,317
1,external_repeat_x3,weighted_pool,external,1,0.8366077867982495,317
1,external_repeat_x3,dst,external,1,0.9977233879223035,317
1,external_repeat_x3,dst_provenance,external,1,0.6908277825402926,317
1,external_repeat_x3,dsmt_pcr6,external,1,0.8637907282650051,317
1,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5881093845877664,317
2,balanced,majority,external,1,0.5,124
2,balanced,weighted_pool,external,1,0.5753822219746332,124
2,balanced,dst,external,1,0.7347631985206015,124
2,balanced,dst_provenance,external,1,0.7347631985206015,124
2,balanced,dsmt_pcr6,external,1,0.6506144211701778,124
2,balanced,dsmt_pcr6_provenance,external,1,0.6506144211701778,124
2,memory_repeat_x3,majority,memory,0,0.8,124
2,memory_repeat_x3,weighted_pool,memory,0,0.7469571966881411,124
2,memory_repeat_x3,dst,memory,0,0.8923821984736449,124
2,memory_repeat_x3,dst_provenance,external,1,0.7347631985206016,124
2,memory_repeat_x3,dsmt_pcr6,memory,0,0.665098549259723,124
2,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6550401667237025,124
2,independent_memory_x3,majority,memory,0,0.8,124
2,independent_memory_x3,weighted_pool,memory,0,0.7469571966881411,124
2,independent_memory_x3,dst,memory,0,0.8923821984736449,124
2,independent_memory_x3,dst_provenance,memory,0,0.8923821984736449,124
2,independent_memory_x3,dsmt_pcr6,memory,0,0.665098549259723,124
2,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.665098549259723,124
2,external_repeat_x3,majority,external,1,0.8,124
2,external_repeat_x3,weighted_pool,external,1,0.8442425041422111,124
2,external_repeat_x3,dst,external,1,0.9987804123452086,124
2,external_repeat_x3,dst_provenance,external,1,0.7347631985206015,124
2,external_repeat_x3,dsmt_pcr6,external,1,0.8781985500840425,124
2,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.6166149738846421,124
3,balanced,majority,external,1,0.5,169
3,balanced,weighted_pool,external,1,0.5751820573784615,169
3,balanced,dst,external,1,0.741331551289909,169
3,balanced,dst_provenance,external,1,0.741331551289909,169
3,balanced,dsmt_pcr6,external,1,0.6519734431692226,169
3,balanced,dsmt_pcr6_provenance,external,1,0.6519734431692226,169
3,memory_repeat_x3,majority,memory,0,0.8,169
3,memory_repeat_x3,weighted_pool,memory,0,0.7471120097792996,169
3,memory_repeat_x3,dst,memory,0,0.8934946673193565,169
3,memory_repeat_x3,dst_provenance,external,1,0.741331551289909,169
3,memory_repeat_x3,dsmt_pcr6,memory,0,0.6650542162835379,169
3,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6566994856898531,169
3,independent_memory_x3,majority,memory,0,0.8,169
3,independent_memory_x3,weighted_pool,memory,0,0.7471120097792996,169
3,independent_memory_x3,dst,memory,0,0.8934946673193565,169
3,independent_memory_x3,dst_provenance,memory,0,0.8934946673193565,169
3,independent_memory_x3,dsmt_pcr6,memory,0,0.6650542162835379,169
3,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.6650542162835379,169
3,external_repeat_x3,majority,external,1,0.8,169
3,external_repeat_x3,weighted_pool,external,1,0.8441347473894723,169
3,external_repeat_x3,dst,external,1,0.9989806898097416,169
3,external_repeat_x3,dst_provenance,external,1,0.7413315512899089,169
3,external_repeat_x3,dsmt_pcr6,external,1,0.878594531557478,169
3,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.6189562684173499,169
4,balanced,majority,external,1,0.5,287843
4,balanced,weighted_pool,external,1,0.5327203893996755,287843
4,balanced,dst,external,1,0.6232681336593316,287843
4,balanced,dst_provenance,external,1,0.6232681336593316,287843
4,balanced,dsmt_pcr6,external,1,0.5697544168018749,287843
4,balanced,dsmt_pcr6_provenance,external,1,0.5697544168018749,287843
4,memory_repeat_x3,majority,memory,0,0.8,287843
4,memory_repeat_x3,weighted_pool,memory,0,0.7782031074082414,287843
4,memory_repeat_x3,dst,memory,0,0.9696223284110039,287843
4,memory_repeat_x3,dst_provenance,external,1,0.6232681336593318,287843
4,memory_repeat_x3,dsmt_pcr6,memory,0,0.7392083102577102,287843
4,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.5884189957376376,287843
4,independent_memory_x3,majority,memory,0,0.8,287843
4,independent_memory_x3,weighted_pool,memory,0,0.7782031074082414,287843
4,independent_memory_x3,dst,memory,0,0.9696223284110039,287843
4,independent_memory_x3,dst_provenance,memory,0,0.9696223284110039,287843
4,independent_memory_x3,dsmt_pcr6,memory,0,0.7392083102577102,287843
4,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.7392083102577102,287843
4,external_repeat_x3,majority,external,1,0.8,287843
4,external_repeat_x3,weighted_pool,external,1,0.82014987510408,287843
4,external_repeat_x3,dst,external,1,0.996843396529321,287843
4,external_repeat_x3,dst_provenance,external,1,0.6232681336593316,287843
4,external_repeat_x3,dsmt_pcr6,external,1,0.8342476152980237,287843
4,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5396894767762236,287843
5,balanced,majority,external,1,0.5,2251
5,balanced,weighted_pool,external,1,0.5439489918510793,2251
5,balanced,dst,external,1,0.6467570077514757,2251
5,balanced,dst_provenance,external,1,0.6467570077514757,2251
5,balanced,dsmt_pcr6,external,1,0.5899131666851748,2251
5,balanced,dsmt_pcr6_provenance,external,1,0.5899131666851748,2251
5,memory_repeat_x3,majority,memory,0,0.8,2251
5,memory_repeat_x3,weighted_pool,memory,0,0.7703066540735246,2251
5,memory_repeat_x3,dst,memory,0,0.9521283135656586,2251
5,memory_repeat_x3,dst_provenance,external,1,0.6467570077514759,2251
5,memory_repeat_x3,dsmt_pcr6,memory,0,0.7199286965445206,2251
5,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6046460701805639,2251
5,independent_memory_x3,majority,memory,0,0.8,2251
5,independent_memory_x3,weighted_pool,memory,0,0.7703066540735246,2251
5,independent_memory_x3,dst,memory,0,0.9521283135656586,2251
5,independent_memory_x3,dst_provenance,memory,0,0.9521283135656586,2251
5,independent_memory_x3,dsmt_pcr6,memory,0,0.7199286965445206,2251
5,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.7199286965445206,2251
5,external_repeat_x3,majority,external,1,0.8,2251
5,external_repeat_x3,weighted_pool,external,1,0.8267182657711112,2251
5,external_repeat_x3,dst,external,1,0.9967249143621233,2251
5,external_repeat_x3,dst_provenance,external,1,0.6467570077514758,2251
5,external_repeat_x3,dsmt_pcr6,external,1,0.845686240283924,2251
5,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5574294889516935,2251
6,balanced,majority,external,1,0.5,103
6,balanced,weighted_pool,external,1,0.5563851657715351,103
6,balanced,dst,external,1,0.6525731423554598,103
6,balanced,dst_provenance,external,1,0.6525731423554598,103
6,balanced,dsmt_pcr6,external,1,0.6061127827188502,103
6,balanced,dsmt_pcr6_provenance,external,1,0.6061127827188502,103
6,memory_repeat_x3,majority,memory,0,0.8,103
6,memory_repeat_x3,weighted_pool,memory,0,0.7612946015358311,103
6,memory_repeat_x3,dst,memory,0,0.9225061231111799,103
6,memory_repeat_x3,dst_provenance,external,1,0.6525731423554599,103
6,memory_repeat_x3,dsmt_pcr6,memory,0,0.6995666695712905,103
6,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6151450288908263,103
6,independent_memory_x3,majority,memory,0,0.8,103
6,independent_memory_x3,weighted_pool,memory,0,0.7612946015358311,103
6,independent_memory_x3,dst,memory,0,0.9225061231111799,103
6,independent_memory_x3,dst_provenance,memory,0,0.9225061231111799,103
6,independent_memory_x3,dsmt_pcr6,memory,0,0.6995666695712905,103
6,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.6995666695712905,103
6,external_repeat_x3,majority,external,1,0.8,103
6,external_repeat_x3,weighted_pool,external,1,0.8337995539507613,103
6,external_repeat_x3,dst,external,1,0.9948642138165619,103
6,external_repeat_x3,dst_provenance,external,1,0.6525731423554598,103
6,external_repeat_x3,dsmt_pcr6,external,1,0.8551255685228171,103
6,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5709915998320974,103
7,balanced,majority,external,1,0.5,996
7,balanced,weighted_pool,external,1,0.5400868967489844,996
7,balanced,dst,external,1,0.620538661156854,996
7,balanced,dst_provenance,external,1,0.620538661156854,996
7,balanced,dsmt_pcr6,external,1,0.5787686679031125,996
7,balanced,dsmt_pcr6_provenance,external,1,0.5787686679031125,996
7,memory_repeat_x3,majority,memory,0,0.8,996
7,memory_repeat_x3,weighted_pool,memory,0,0.7730478735483717,996
7,memory_repeat_x3,dst,memory,0,0.9509855497044931,996
7,memory_repeat_x3,dst_provenance,external,1,0.620538661156854,996
7,memory_repeat_x3,dsmt_pcr6,memory,0,0.7260976094491679,996
7,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.5936996929242127,996
7,independent_memory_x3,majority,memory,0,0.8,996
7,independent_memory_x3,weighted_pool,memory,0,0.7730478735483717,996
7,independent_memory_x3,dst,memory,0,0.9509855497044931,996
7,independent_memory_x3,dst_provenance,memory,0,0.9509855497044931,996
7,independent_memory_x3,dsmt_pcr6,memory,0,0.7260976094491679,996
7,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.7260976094491679,996
7,external_repeat_x3,majority,external,1,0.8,996
7,external_repeat_x3,weighted_pool,external,1,0.8244781120585105,996
7,external_repeat_x3,dst,external,1,0.9942940021480632,996
7,external_repeat_x3,dst_provenance,external,1,0.620538661156854,996
7,external_repeat_x3,dsmt_pcr6,external,1,0.8389910281448407,996
7,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5458571282901052,996
8,balanced,majority,external,1,0.5,1085
8,balanced,weighted_pool,external,1,0.5413113432634442,1085
8,balanced,dst,external,1,0.6262291677341028,1085
8,balanced,dst_provenance,external,1,0.6262291677341028,1085
8,balanced,dsmt_pcr6,external,1,0.5816993181427501,1085
8,balanced,dsmt_pcr6_provenance,external,1,0.5816993181427501,1085
8,memory_repeat_x3,majority,memory,0,0.8,1085
8,memory_repeat_x3,weighted_pool,memory,0,0.7721816860094679,1085
8,memory_repeat_x3,dst,memory,0,0.9505124457623398,1085
8,memory_repeat_x3,dst_provenance,external,1,0.6262291677341026,1085
8,memory_repeat_x3,dsmt_pcr6,memory,0,0.7241391623193524,1085
8,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.5964298993874637,1085
8,independent_memory_x3,majority,memory,0,0.8,1085
8,independent_memory_x3,weighted_pool,memory,0,0.7721816860094679,1085
8,independent_memory_x3,dst,memory,0,0.9505124457623398,1085
8,independent_memory_x3,dst_provenance,memory,0,0.9505124457623398,1085
8,independent_memory_x3,dsmt_pcr6,memory,0,0.7241391623193524,1085
8,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.7241391623193524,1085
8,external_repeat_x3,majority,external,1,0.8,1085
8,external_repeat_x3,weighted_pool,external,1,0.8251904767692625,1085
8,external_repeat_x3,dst,external,1,0.9948445445614836,1085
8,external_repeat_x3,dst_provenance,external,1,0.6262291677341028,1085
8,external_repeat_x3,dsmt_pcr6,external,1,0.8407873839161819,1085
8,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5486890541027829,1085
9,balanced,majority,external,1,0.5,195
9,balanced,weighted_pool,external,1,0.5512028226545445,195
9,balanced,dst,external,1,0.6422289836522358,195
9,balanced,dst_provenance,external,1,0.6422289836522358,195
9,balanced,dsmt_pcr6,external,1,0.5974261269495065,195
9,balanced,dsmt_pcr6_provenance,external,1,0.5974261269495065,195
9,memory_repeat_x3,majority,memory,0,0.8,195
9,memory_repeat_x3,weighted_pool,memory,0,0.7650848909362662,195
9,memory_repeat_x3,dst,memory,0,0.9318931273366482,195
9,memory_repeat_x3,dst_provenance,external,1,0.6422289836522358,195
9,memory_repeat_x3,dsmt_pcr6,memory,0,0.7079784559854972,195
9,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6082779356590288,195
9,independent_memory_x3,majority,memory,0,0.8,195
9,independent_memory_x3,weighted_pool,memory,0,0.7650848909362662,195
9,independent_memory_x3,dst,memory,0,0.9318931273366482,195
9,independent_memory_x3,dst_provenance,memory,0,0.9318931273366482,195
9,independent_memory_x3,dsmt_pcr6,memory,0,0.7079784559854972,195
9,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.7079784559854972,195
9,external_repeat_x3,majority,external,1,0.8,195
9,external_repeat_x3,weighted_pool,external,1,0.8308728726322387,195
9,external_repeat_x3,dst,external,1,0.9945693413403188,195
9,external_repeat_x3,dst_provenance,external,1,0.6422289836522358,195
9,external_repeat_x3,dsmt_pcr6,external,1,0.8500257880447876,195
9,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5629609101370078,195
10,balanced,majority,external,1,0.5,2680
10,balanced,weighted_pool,external,1,0.5588035177558455,2680
10,balanced,dst,external,1,0.724096205498631,2680
10,balanced,dst_provenance,external,1,0.724096205498631,2680
10,balanced,dsmt_pcr6,external,1,0.626072585314178,2680
10,balanced,dsmt_pcr6_provenance,external,1,0.626072585314178,2680
10,memory_repeat_x3,majority,memory,0,0.8,2680
10,memory_repeat_x3,weighted_pool,memory,0,0.759508497277064,2680
10,memory_repeat_x3,dst,memory,0,0.934657056640144,2680
10,memory_repeat_x3,dst_provenance,external,1,0.724096205498631,2680
10,memory_repeat_x3,dsmt_pcr6,memory,0,0.6938095795312129,2680
10,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6372347576016006,2680
10,independent_memory_x3,majority,memory,0,0.8,2680
10,independent_memory_x3,weighted_pool,memory,0,0.759508497277064,2680
10,independent_memory_x3,dst,memory,0,0.934657056640144,2680
10,independent_memory_x3,dst_provenance,memory,0,0.934657056640144,2680
10,independent_memory_x3,dsmt_pcr6,memory,0,0.6938095795312129,2680
10,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.6938095795312129,2680
10,external_repeat_x3,majority,external,1,0.8,2680
10,external_repeat_x3,weighted_pool,external,1,0.8351536606723087,2680
10,external_repeat_x3,dst,external,1,0.9991576025954196,2680
10,external_repeat_x3,dst_provenance,external,1,0.724096205498631,2680
10,external_repeat_x3,dsmt_pcr6,external,1,0.8646508024409789,2680
10,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5977041956403802,2680
11,balanced,majority,external,1,0.5,839
11,balanced,weighted_pool,external,1,0.5608769583964256,839
11,balanced,dst,external,1,0.7079836135036188,839
11,balanced,dst_provenance,external,1,0.7079836135036188,839
11,balanced,dsmt_pcr6,external,1,0.6257471613820907,839
11,balanced,dsmt_pcr6_provenance,external,1,0.6257471613820907,839
11,memory_repeat_x3,majority,memory,0,0.8,839
11,memory_repeat_x3,weighted_pool,memory,0,0.7579682268174532,839
11,memory_repeat_x3,dst,memory,0,0.927135661266849,839
11,memory_repeat_x3,dst_provenance,external,1,0.7079836135036189,839
11,memory_repeat_x3,dsmt_pcr6,memory,0,0.6904781264620503,839
11,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6355192529037672,839
11,independent_memory_x3,majority,memory,0,0.8,839
11,independent_memory_x3,weighted_pool,memory,0,0.7579682268174532,839
11,independent_memory_x3,dst,memory,0,0.927135661266849,839
11,independent_memory_x3,dst_provenance,memory,0,0.927135661266849,839
11,independent_memory_x3,dsmt_pcr6,memory,0,0.6904781264620503,839
11,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.6904781264620503,839
11,external_repeat_x3,majority,external,1,0.8,839
11,external_repeat_x3,weighted_pool,external,1,0.8363088095105177,839
11,external_repeat_x3,dst,external,1,0.9985846764307799,839
11,external_repeat_x3,dst_provenance,external,1,0.7079836135036188,839
11,external_repeat_x3,dsmt_pcr6,external,1,0.8650696041573174,839
11,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5936394052345626,839
12,balanced,majority,external,1,0.5,1131
12,balanced,weighted_pool,external,1,0.5478757666126285,1131
12,balanced,dst,external,1,0.6535563519756672,1131
12,balanced,dst_provenance,external,1,0.6535563519756672,1131
12,balanced,dsmt_pcr6,external,1,0.5965137284471341,1131
12,balanced,dsmt_pcr6_provenance,external,1,0.5965137284471341,1131
12,memory_repeat_x3,majority,memory,0,0.8,1131
12,memory_repeat_x3,weighted_pool,memory,0,0.7674918884542605,1131
12,memory_repeat_x3,dst,memory,0,0.9449832294374183,1131
12,memory_repeat_x3,dst_provenance,external,1,0.6535563519756671,1131
12,memory_repeat_x3,dsmt_pcr6,memory,0,0.713268786472422,1131
12,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6097503431111688,1131
12,independent_memory_x3,majority,memory,0,0.8,1131
12,independent_memory_x3,weighted_pool,memory,0,0.7674918884542605,1131
12,independent_memory_x3,dst,memory,0,0.9449832294374183,1131
12,independent_memory_x3,dst_provenance,memory,0,0.9449832294374183,1131
12,independent_memory_x3,dsmt_pcr6,memory,0,0.713268786472422,1131
12,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.713268786472422,1131
12,external_repeat_x3,majority,external,1,0.8,1131
12,external_repeat_x3,weighted_pool,external,1,0.8289758040344427,1131
12,external_repeat_x3,dst,external,1,0.9966554469098877,1131
12,external_repeat_x3,dst_provenance,external,1,0.6535563519756671,1131
12,external_repeat_x3,dsmt_pcr6,external,1,0.8494470240978842,1131
12,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5632673450293936,1131
13,balanced,majority,external,1,0.5,61
13,balanced,weighted_pool,external,1,0.5735387912172759,61
13,balanced,dst,external,1,0.7109099482467106,61
13,balanced,dst_provenance,external,1,0.7109099482467106,61
13,balanced,dsmt_pcr6,external,1,0.6420887449130265,61
13,balanced,dsmt_pcr6_provenance,external,1,0.6420887449130265,61
13,memory_repeat_x3,majority,memory,0,0.8,61
13,memory_repeat_x3,weighted_pool,memory,0,0.748379875775387,61
13,memory_repeat_x3,dst,memory,0,0.8940449831019563,61
13,memory_repeat_x3,dst_provenance,external,1,0.7109099482467106,61
13,memory_repeat_x3,dsmt_pcr6,memory,0,0.6695973885772818,61
13,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.6464198725915064,61
13,independent_memory_x3,majority,memory,0,0.8,61
13,independent_memory_x3,weighted_pool,memory,0,0.748379875775387,61
13,independent_memory_x3,dst,memory,0,0.8940449831019563,61
13,independent_memory_x3,dst_provenance,memory,0,0.8940449831019563,61
13,independent_memory_x3,dsmt_pcr6,memory,0,0.6695973885772818,61
13,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.6695973885772818,61
13,external_repeat_x3,majority,external,1,0.8,61
13,external_repeat_x3,weighted_pool,external,1,0.8432483120689692,61
13,external_repeat_x3,dst,external,1,0.9978741628495034,61
13,external_repeat_x3,dst_provenance,external,1,0.7109099482467105,61
13,external_repeat_x3,dsmt_pcr6,external,1,0.8745709523856595,61
13,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.6061332175339788,61
14,balanced,majority,external,1,0.5,1419
14,balanced,weighted_pool,external,1,0.5393647570714848,1419
14,balanced,dst,external,1,0.6217717382563354,1419
14,balanced,dst_provenance,external,1,0.6217717382563354,1419
14,balanced,dsmt_pcr6,external,1,0.578218535370905,1419
14,balanced,dsmt_pcr6_provenance,external,1,0.578218535370905,1419
14,memory_repeat_x3,majority,memory,0,0.8,1419
14,memory_repeat_x3,weighted_pool,memory,0,0.7735574709976079,1419
14,memory_repeat_x3,dst,memory,0,0.9534290028314042,1419
14,memory_repeat_x3,dst_provenance,external,1,0.6217717382563355,1419
14,memory_repeat_x3,dsmt_pcr6,memory,0,0.727347493379661,1419
14,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.5936288112144786,1419
14,independent_memory_x3,majority,memory,0,0.8,1419
14,independent_memory_x3,weighted_pool,memory,0,0.7735574709976079,1419
14,independent_memory_x3,dst,memory,0,0.9534290028314042,1419
14,independent_memory_x3,dst_provenance,memory,0,0.9534290028314042,1419
14,independent_memory_x3,dsmt_pcr6,memory,0,0.727347493379661,1419
14,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.727347493379661,1419
14,external_repeat_x3,majority,external,1,0.8,1419
14,external_repeat_x3,weighted_pool,external,1,0.8240570448539118,1419
14,external_repeat_x3,dst,external,1,0.9947461825471836,1419
14,external_repeat_x3,dst_provenance,external,1,0.6217717382563354,1419
14,external_repeat_x3,dsmt_pcr6,external,1,0.8387313316640712,1419
14,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5454952006243723,1419
15,balanced,majority,external,1,0.5,264
15,balanced,weighted_pool,external,1,0.5403812517063407,264
15,balanced,dst,external,1,0.6079652273738183,264
15,balanced,dst_provenance,external,1,0.6079652273738183,264
15,balanced,dsmt_pcr6,external,1,0.5755230369915854,264
15,balanced,dsmt_pcr6_provenance,external,1,0.5755230369915854,264
15,memory_repeat_x3,majority,memory,0,0.8,264
15,memory_repeat_x3,weighted_pool,memory,0,0.7728398877110887,264
15,memory_repeat_x3,dst,memory,0,0.9431163003807603,264
15,memory_repeat_x3,dst_provenance,external,1,0.6079652273738184,264
15,memory_repeat_x3,dsmt_pcr6,memory,0,0.72541450648322,264
15,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.5891058794340128,264
15,independent_memory_x3,majority,memory,0,0.8,264
15,independent_memory_x3,weighted_pool,memory,0,0.7728398877110887,264
15,independent_memory_x3,dst,memory,0,0.9431163003807603,264
15,independent_memory_x3,dst_provenance,memory,0,0.9431163003807603,264
15,independent_memory_x3,dsmt_pcr6,memory,0,0.72541450648322,264
15,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.72541450648322,264
15,external_repeat_x3,majority,external,1,0.8,264
15,external_repeat_x3,weighted_pool,external,1,0.8246495456817138,264
15,external_repeat_x3,dst,external,1,0.9913678241329574,264
15,external_repeat_x3,dst_provenance,external,1,0.6079652273738184,264
15,external_repeat_x3,dsmt_pcr6,external,1,0.8366356085495338,264
15,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5427660627320404,264
16,balanced,majority,external,1,0.5,1126
16,balanced,weighted_pool,external,1,0.5410414707481986,1126
16,balanced,dst,external,1,0.6256177210923883,1126
16,balanced,dst_provenance,external,1,0.6256177210923883,1126
16,balanced,dsmt_pcr6,external,1,0.5812187594258209,1126
16,balanced,dsmt_pcr6_provenance,external,1,0.5812187594258209,1126
16,memory_repeat_x3,majority,memory,0,0.8,1126
16,memory_repeat_x3,weighted_pool,memory,0,0.7723728269433194,1126
16,memory_repeat_x3,dst,memory,0,0.950922887477231,1126
16,memory_repeat_x3,dst_provenance,external,1,0.6256177210923883,1126
16,memory_repeat_x3,dsmt_pcr6,memory,0,0.724583911972176,1126
16,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.5960439038956896,1126
16,independent_memory_x3,majority,memory,0,0.8,1126
16,independent_memory_x3,weighted_pool,memory,0,0.7723728269433194,1126
16,independent_memory_x3,dst,memory,0,0.950922887477231,1126
16,independent_memory_x3,dst_provenance,memory,0,0.950922887477231,1126
16,independent_memory_x3,dsmt_pcr6,memory,0,0.724583911972176,1126
16,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.724583911972176,1126
16,external_repeat_x3,majority,external,1,0.8,1126
16,external_repeat_x3,weighted_pool,external,1,0.8250336403758018,1126
16,external_repeat_x3,dst,external,1,0.9948311335813221,1126
16,external_repeat_x3,dst_provenance,external,1,0.6256177210923883,1126
16,external_repeat_x3,dsmt_pcr6,external,1,0.840503817111482,1126
16,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5482479721072374,1126
17,balanced,majority,external,1,0.5,1028
17,balanced,weighted_pool,external,1,0.5430156426796342,1028
17,balanced,dst,external,1,0.6322586401796708,1028
17,balanced,dst_provenance,external,1,0.6322586401796708,1028
17,balanced,dsmt_pcr6,external,1,0.5852872865938921,1028
17,balanced,dsmt_pcr6_provenance,external,1,0.5852872865938921,1028
17,memory_repeat_x3,majority,memory,0,0.8,1028
17,memory_repeat_x3,weighted_pool,memory,0,0.770971577168127,1028
17,memory_repeat_x3,dst,memory,0,0.9488512539984174,1028
17,memory_repeat_x3,dst_provenance,external,1,0.6322586401796708,1028
17,memory_repeat_x3,dsmt_pcr6,memory,0,0.7213532619684602,1028
17,memory_repeat_x3,dsmt_pcr6_provenance,external,1,0.5995794537192933,1028
17,independent_memory_x3,majority,memory,0,0.8,1028
17,independent_memory_x3,weighted_pool,memory,0,0.770971577168127,1028
17,independent_memory_x3,dst,memory,0,0.9488512539984174,1028
17,independent_memory_x3,dst_provenance,memory,0,0.9488512539984174,1028
17,independent_memory_x3,dsmt_pcr6,memory,0,0.7213532619684602,1028
17,independent_memory_x3,dsmt_pcr6_provenance,memory,0,0.7213532619684602,1028
17,external_repeat_x3,majority,external,1,0.8,1028
17,external_repeat_x3,weighted_pool,external,1,0.8261786990385728,1028
17,external_repeat_x3,dst,external,1,0.9952521251368014,1028
17,external_repeat_x3,dst_provenance,external,1,0.6322586401796708,1028
17,external_repeat_x3,dsmt_pcr6,external,1,0.8429288289936466,1028
17,external_repeat_x3,dsmt_pcr6_provenance,external,1,0.5521119505586151,1028
18,balanced,majority,external,1,0.5,1244
